room_type,price,review_scores_rating,accommodates,bedrooms,beds,bed_type,host_is_superhost,bathrooms,availability_365,number_of_reviews,city_normalized,distance_to_city
Hotel Room,639.88,78.8,6.8,4.0,1.1,Couch,1,1.8,189,446.6,Seattle,10.824779
Entire Home/Apt,384.76,82.3,4.7,1.4,1.3,Pull-out Sofa,1,1.4,252,455.4,New York,39.717227
Entire Home/Apt,849.38,50.8,9.4,2.7,2.9,Real Bed,1,1.3,311,177.3,Seattle,29.409435
Shared Room,497.72,98.0,8.1,1.1,2.6,Couch,0,1.3,83,296.0,Seattle,18.66905
Shared Room,980.15,52.2,2.8,1.1,3.4,Pull-out Sofa,0,1.4,353,481.9,San Francisco,15.040663
Private Room,652.44,57.2,2.2,2.9,2.8,Couch,1,2.5,176,27.7,Seattle,28.59377
Hotel Room,169.95,50.7,7.1,2.2,4.7,Pull-out Sofa,1,1.1,93,19.9,Seattle,22.266103
Shared Room,692.37,78.3,6.0,4.4,3.1,Pull-out Sofa,0,3.0,34,258.3,San Francisco,3.731024
Entire Home/Apt,358.85,96.6,8.1,3.4,3.8,Futon,0,2.0,211,145.6,San Francisco,33.59434
Private Room,702.01,83.3,7.6,2.8,4.6,Airbed,0,2.1,125,290.9,Chicago,25.488122
Entire Home/Apt,116.16,91.1,6.6,2.6,1.6,Pull-out Sofa,1,1.7,229,362.1,Seattle,14.56808
Entire Home/Apt,216.14,50.7,9.9,3.0,1.9,Real Bed,0,2.4,167,34.5,Los Angeles,15.23034
Shared Room,862.95,77.1,5.8,1.2,1.4,Airbed,1,1.9,13,441.2,San Francisco,23.186445
Private Room,265.82,73.0,2.0,4.6,1.6,Futon,0,1.7,73,138.4,New York,41.552031
Hotel Room,845.19,74.9,8.5,5.0,3.1,Airbed,1,1.5,51,190.7,Chicago,21.729478
Hotel Room,315.31,53.6,3.3,1.7,2.3,Airbed,0,2.9,361,168.5,Chicago,42.139461
Shared Room,660.74,84.2,8.0,1.5,2.7,Pull-out Sofa,0,1.6,206,419.9,Seattle,21.818297
Shared Room,709.44,75.2,9.6,1.6,4.9,Real Bed,1,1.9,295,85.3,Los Angeles,41.665745
Private Room,537.02,88.3,7.3,3.6,1.6,Pull-out Sofa,0,1.7,42,14.3,San Francisco,46.644968
Hotel Room,340.05,74.3,6.4,3.6,3.2,Real Bed,0,1.2,2,485.9,New York,2.00812
Hotel Room,252.01,57.5,5.1,4.4,1.4,Real Bed,0,1.4,94,490.3,Seattle,4.05027
Hotel Room,81.53,82.4,4.3,4.0,2.3,Couch,1,1.4,237,128.8,Los Angeles,7.566945
Entire Home/Apt,338.75,58.6,4.2,2.8,3.1,Pull-out Sofa,0,2.4,166,4.7,Seattle,6.983903
Hotel Room,670.5,93.6,6.7,3.5,4.8,Futon,1,1.8,18,323.0,Seattle,23.269416
Entire Home/Apt,941.39,80.7,7.8,3.8,2.6,Airbed,0,2.6,206,324.2,Chicago,38.43767
Private Room,877.64,57.9,7.1,3.1,1.3,Couch,0,2.4,229,470.2,New York,48.105092
Entire Home/Apt,777.76,98.1,2.8,2.9,2.6,Futon,1,1.4,213,149.2,New York,21.47126
Private Room,799.02,75.9,5.4,3.6,1.6,Pull-out Sofa,1,2.1,55,94.8,New York,34.735576
Hotel Room,681.74,53.6,8.1,3.2,1.9,Real Bed,1,2.5,333,308.2,New York,32.139839
Hotel Room,297.27,81.3,5.3,3.6,3.5,Pull-out Sofa,1,2.3,131,281.8,San Francisco,20.265993
Private Room,911.84,62.7,5.8,3.5,1.3,Pull-out Sofa,1,2.2,8,358.9,San Francisco,36.335052
Shared Room,687.2,90.2,7.9,3.9,2.9,Couch,1,2.5,230,442.6,New York,30.005603
Private Room,582.42,90.9,7.0,3.6,3.4,Futon,0,1.1,152,279.9,Los Angeles,38.237037
Shared Room,155.44,98.9,4.7,3.1,2.7,Couch,0,2.5,304,75.0,San Francisco,10.488786
Entire Home/Apt,474.7,75.1,9.1,3.7,1.1,Futon,0,1.5,283,299.1,San Francisco,18.653298
Entire Home/Apt,487.34,72.7,2.5,2.8,4.9,Couch,0,2.1,189,187.1,Los Angeles,33.889874
Entire Home/Apt,871.34,87.7,10.0,2.0,2.5,Airbed,1,1.5,15,226.4,New York,7.11537
Hotel Room,569.32,56.6,2.1,1.0,4.1,Real Bed,0,2.7,342,479.7,Seattle,38.749481
Entire Home/Apt,411.38,77.3,1.1,3.2,2.3,Real Bed,0,2.0,202,277.5,San Francisco,7.538549
Shared Room,977.96,77.3,9.0,3.4,2.9,Real Bed,0,2.3,173,74.8,Seattle,16.898253
Entire Home/Apt,155.18,54.5,3.2,4.9,2.6,Airbed,1,2.6,167,221.6,Seattle,12.638905
Private Room,451.42,70.9,7.6,2.4,2.4,Airbed,1,2.8,338,114.2,Los Angeles,3.988293
Private Room,89.92,92.7,8.3,2.6,1.1,Real Bed,0,2.5,33,67.7,New York,14.262185
Hotel Room,752.91,92.8,8.7,1.8,2.4,Real Bed,1,1.3,228,356.1,Seattle,45.664049
Private Room,922.17,55.0,9.9,1.3,4.6,Futon,0,2.7,0,314.3,New York,2.319504
Shared Room,316.04,54.5,3.6,4.1,3.8,Futon,1,2.2,321,248.9,Chicago,1.824618
Entire Home/Apt,865.42,63.1,7.4,2.0,1.6,Pull-out Sofa,0,2.2,114,211.6,New York,35.509076
Hotel Room,327.61,93.7,2.0,3.4,3.4,Couch,1,2.8,213,161.1,Los Angeles,18.976626
Entire Home/Apt,915.23,56.4,4.7,3.8,4.6,Futon,0,1.5,253,44.0,Los Angeles,12.257313
Entire Home/Apt,766.26,86.0,8.6,2.9,3.8,Futon,0,1.5,144,149.6,Chicago,25.934735
Shared Room,814.66,55.1,4.3,4.5,1.6,Futon,1,2.0,46,419.2,Los Angeles,14.067101
Private Room,67.11,81.2,6.3,2.8,4.5,Futon,1,2.5,279,391.8,New York,20.208878
Private Room,964.67,67.8,5.5,2.1,2.2,Airbed,1,1.9,177,486.2,New York,36.051483
Entire Home/Apt,740.34,89.4,6.8,4.6,2.8,Pull-out Sofa,1,2.3,212,328.0,New York,6.728446
Hotel Room,339.51,61.7,9.8,4.4,3.1,Futon,0,1.9,359,276.8,Los Angeles,48.023154
Private Room,837.92,82.0,1.5,1.7,4.4,Couch,0,2.2,284,148.0,New York,3.083906
Hotel Room,317.45,61.8,6.2,1.1,4.7,Futon,0,2.6,244,38.4,San Francisco,40.52033
Private Room,879.12,85.7,8.8,1.4,4.7,Airbed,0,1.4,252,309.0,Chicago,36.504969
Hotel Room,156.95,93.7,5.3,2.1,1.0,Real Bed,0,2.4,205,244.1,San Francisco,14.822389
Shared Room,718.5,56.3,1.7,4.9,4.7,Real Bed,0,2.6,71,379.5,New York,6.79782
Hotel Room,563.66,93.3,6.0,3.2,1.2,Pull-out Sofa,0,1.9,221,205.9,Los Angeles,42.766372
Shared Room,141.71,79.7,4.0,2.5,2.1,Real Bed,0,1.6,341,492.8,Chicago,34.30097
Shared Room,279.8,56.4,2.4,4.6,3.1,Futon,1,1.0,214,198.8,San Francisco,15.25318
Hotel Room,61.78,71.4,8.6,2.8,2.9,Airbed,0,2.6,359,166.5,New York,1.829529
Shared Room,495.33,58.0,5.7,2.3,3.4,Pull-out Sofa,1,1.7,140,435.5,Los Angeles,46.986027
Entire Home/Apt,336.2,85.0,9.4,4.8,2.9,Futon,1,1.7,155,197.8,New York,20.808405
Shared Room,618.44,87.9,8.3,4.4,4.7,Real Bed,1,1.7,221,435.4,San Francisco,9.637076
Private Room,332.38,55.3,7.2,4.4,2.0,Couch,1,2.0,329,13.7,San Francisco,45.679863
Hotel Room,334.92,75.3,1.0,3.0,2.1,Futon,0,2.4,230,346.3,Chicago,18.592012
Entire Home/Apt,756.03,90.7,4.9,4.2,4.7,Couch,1,2.5,141,35.9,Los Angeles,23.69933
Hotel Room,95.74,96.8,2.8,1.7,1.3,Couch,0,1.8,357,74.1,Seattle,35.232315
Private Room,907.75,75.7,9.2,3.3,3.4,Pull-out Sofa,0,2.3,74,350.0,New York,41.151523
Private Room,859.65,97.5,2.6,4.9,3.7,Airbed,1,2.4,39,144.9,Los Angeles,5.90871
Private Room,684.41,76.8,3.6,2.2,3.0,Real Bed,0,1.6,272,105.2,Seattle,45.035021
Shared Room,613.56,69.7,5.7,4.2,3.8,Real Bed,0,1.2,69,400.8,Los Angeles,46.694446
Shared Room,897.69,92.4,3.4,3.0,1.7,Futon,1,2.8,316,473.1,New York,13.704217
Hotel Room,226.06,74.6,2.9,1.2,4.4,Real Bed,1,2.4,110,116.2,New York,25.372009
Hotel Room,125.02,73.6,6.4,4.1,1.6,Pull-out Sofa,0,2.3,233,158.6,Chicago,43.035891
Entire Home/Apt,277.53,74.5,1.8,1.7,2.6,Real Bed,0,1.1,196,357.0,San Francisco,24.880068
Entire Home/Apt,804.85,92.3,1.5,3.5,1.3,Futon,0,2.6,338,407.6,San Francisco,24.616754
Hotel Room,82.94,91.6,4.4,1.3,3.2,Real Bed,0,2.1,198,499.6,San Francisco,31.307636
Shared Room,603.67,70.2,7.5,4.8,3.7,Airbed,1,2.7,23,136.7,Chicago,38.604526
Private Room,995.67,66.7,6.0,2.2,4.8,Couch,1,2.9,306,278.3,San Francisco,33.615252
Hotel Room,862.91,74.6,4.8,1.9,4.0,Couch,1,2.9,146,67.0,Los Angeles,31.701765
Entire Home/Apt,545.37,78.6,6.1,1.5,3.2,Couch,1,2.7,61,165.4,San Francisco,19.211895
Shared Room,110.46,61.9,4.3,4.8,4.7,Airbed,0,1.0,66,22.5,San Francisco,31.873612
Hotel Room,839.8,89.7,9.4,3.8,2.9,Pull-out Sofa,1,2.8,29,105.4,New York,6.060371
Hotel Room,619.03,74.3,1.5,4.0,3.2,Futon,0,1.2,106,253.3,Chicago,21.068348
Shared Room,159.19,66.7,7.1,3.0,3.4,Airbed,0,2.7,165,81.9,Chicago,10.229213
Hotel Room,139.16,55.3,9.0,2.9,2.6,Futon,1,1.6,120,444.7,San Francisco,27.340824
Shared Room,914.15,61.9,8.2,1.4,4.4,Pull-out Sofa,0,2.2,10,355.2,Seattle,13.840214
Private Room,685.74,97.5,2.7,3.2,1.7,Airbed,0,1.1,71,13.9,New York,25.790806
Shared Room,837.82,65.3,3.7,2.0,3.2,Real Bed,0,2.5,346,438.4,San Francisco,39.088927
Shared Room,885.03,58.4,7.5,4.9,3.9,Pull-out Sofa,1,1.2,252,488.7,Seattle,22.265642
Shared Room,593.18,73.0,1.8,4.2,4.6,Couch,0,1.8,284,250.9,Los Angeles,11.717704
Hotel Room,541.57,65.4,8.3,2.7,4.5,Airbed,0,2.6,118,157.3,New York,11.926102
Hotel Room,458.91,51.8,7.5,1.6,3.0,Pull-out Sofa,0,2.4,7,131.7,Chicago,45.406468
Shared Room,351.1,66.2,7.6,4.1,3.6,Pull-out Sofa,0,1.0,214,43.7,Seattle,39.264333
Hotel Room,462.87,77.2,1.9,1.5,2.6,Airbed,1,1.8,220,245.8,San Francisco,2.792061
Entire Home/Apt,785.19,77.6,7.5,1.8,2.9,Couch,1,1.1,79,25.1,Seattle,47.193418
Entire Home/Apt,621.83,67.8,7.1,1.8,4.6,Couch,0,2.3,71,251.9,Chicago,6.515694
Hotel Room,897.9,72.4,8.5,3.2,4.7,Pull-out Sofa,0,2.9,199,126.3,Los Angeles,32.994177
Hotel Room,471.21,98.3,1.4,4.1,4.6,Futon,0,2.3,172,238.2,Seattle,28.023651
Shared Room,626.74,68.9,1.2,2.3,1.6,Pull-out Sofa,1,1.4,288,209.2,San Francisco,3.28697
Private Room,649.74,62.9,4.4,1.3,4.4,Airbed,1,1.7,233,152.6,Seattle,15.46349
Hotel Room,612.11,62.2,2.3,2.9,4.8,Airbed,0,3.0,260,224.3,Los Angeles,39.016827
Entire Home/Apt,717.5,72.9,6.0,4.0,2.4,Airbed,0,1.4,144,237.0,Seattle,16.037112
Shared Room,275.56,88.0,9.3,1.9,3.1,Couch,1,2.1,21,416.8,Los Angeles,24.536287
Hotel Room,536.75,60.3,4.5,1.9,4.1,Real Bed,0,1.8,77,332.9,Los Angeles,35.199577
Entire Home/Apt,149.01,85.5,8.6,4.8,3.2,Airbed,1,2.5,229,216.6,New York,4.507069
Entire Home/Apt,415.29,51.1,1.0,4.8,5.0,Airbed,0,2.7,159,452.6,New York,41.79768
Private Room,513.28,70.9,2.5,5.0,2.8,Futon,0,1.7,13,377.9,San Francisco,3.037478
Shared Room,669.61,88.8,1.3,4.2,3.9,Futon,0,2.3,235,37.9,San Francisco,13.856985
Shared Room,953.0,66.9,4.0,1.8,4.2,Pull-out Sofa,0,2.1,147,76.9,San Francisco,38.390296
Private Room,620.62,78.2,9.2,1.8,3.0,Pull-out Sofa,1,1.6,149,40.8,Los Angeles,45.681882
Private Room,756.41,60.2,1.9,2.4,4.4,Pull-out Sofa,1,1.5,29,159.4,Los Angeles,38.256842
Shared Room,530.95,87.1,6.5,2.3,3.2,Airbed,1,2.1,160,217.8,New York,12.122969
Shared Room,652.4,52.6,5.1,4.8,2.6,Futon,0,1.3,260,252.1,Los Angeles,49.300467
Hotel Room,117.39,92.6,9.4,4.2,1.4,Pull-out Sofa,0,2.6,17,425.7,New York,21.253377
Hotel Room,291.67,59.9,2.1,3.9,2.6,Futon,1,1.1,62,9.0,Seattle,19.446109
Private Room,393.76,93.7,2.9,1.7,3.9,Airbed,1,1.2,134,214.1,San Francisco,43.396539
Hotel Room,498.87,67.6,1.3,4.6,4.7,Airbed,0,1.7,156,205.5,San Francisco,4.24424
Entire Home/Apt,93.37,86.1,4.9,4.3,2.0,Pull-out Sofa,1,1.2,56,473.7,Chicago,28.24799
Hotel Room,183.02,66.0,3.5,1.7,2.4,Airbed,0,2.0,264,120.5,New York,48.315667
Hotel Room,312.97,95.3,8.8,4.5,1.6,Airbed,1,1.8,253,61.2,Chicago,5.906386
Entire Home/Apt,972.96,56.3,6.4,2.1,3.8,Futon,0,2.4,186,71.1,San Francisco,27.501604
Private Room,364.78,58.9,6.5,1.3,4.8,Real Bed,0,2.9,360,260.1,Chicago,7.490374
Entire Home/Apt,507.94,74.7,5.8,3.6,3.6,Couch,1,2.5,326,195.5,Seattle,44.60892
Hotel Room,236.29,54.1,1.8,3.6,3.5,Pull-out Sofa,1,1.4,198,377.1,Chicago,29.799671
Private Room,630.24,59.8,5.0,1.4,3.2,Real Bed,0,2.9,170,161.6,Seattle,12.495566
Hotel Room,316.65,97.2,10.0,2.3,1.4,Pull-out Sofa,0,1.8,314,64.0,San Francisco,16.045108
Entire Home/Apt,246.64,98.8,8.5,5.0,3.9,Real Bed,1,1.9,5,193.4,Los Angeles,26.314918
Entire Home/Apt,540.74,68.8,9.0,3.7,3.4,Airbed,0,1.8,365,441.5,New York,36.542057
Hotel Room,55.23,96.2,8.4,3.9,3.6,Pull-out Sofa,1,1.6,255,202.8,Chicago,24.887216
Shared Room,57.28,77.2,1.9,1.9,4.6,Real Bed,0,2.8,308,416.8,Seattle,10.274031
Shared Room,258.12,63.5,3.0,1.3,4.1,Couch,1,1.7,319,185.8,San Francisco,35.69843
Entire Home/Apt,84.89,85.1,1.0,2.1,4.1,Airbed,0,2.2,247,140.7,San Francisco,6.799823
Entire Home/Apt,152.62,82.9,3.7,2.0,4.7,Pull-out Sofa,0,1.5,218,387.4,Los Angeles,40.660958
Shared Room,371.92,99.5,2.0,1.9,5.0,Pull-out Sofa,0,2.6,3,104.6,San Francisco,20.384406
Shared Room,812.46,63.3,5.3,1.8,3.3,Real Bed,0,2.5,0,115.9,San Francisco,32.982819
Hotel Room,593.45,83.6,7.1,3.3,1.4,Pull-out Sofa,0,1.6,325,24.9,Los Angeles,17.890308
Hotel Room,537.03,52.6,8.9,2.3,2.8,Airbed,0,2.4,30,93.9,San Francisco,33.784603
Shared Room,328.81,55.7,7.7,4.3,4.2,Futon,0,2.4,320,189.4,Seattle,44.570159
Hotel Room,935.17,50.2,9.4,1.7,1.1,Real Bed,1,2.1,116,199.8,Chicago,35.368809
Hotel Room,427.16,100.0,1.5,2.9,1.2,Couch,1,2.2,274,210.3,Chicago,33.89904
Private Room,132.74,90.1,1.1,1.1,1.3,Pull-out Sofa,0,2.1,196,239.8,Seattle,38.11313
Hotel Room,636.21,89.3,7.0,2.9,3.9,Airbed,1,1.2,324,286.0,Chicago,25.510389
Entire Home/Apt,158.15,75.5,3.6,1.2,3.0,Pull-out Sofa,1,2.3,176,94.7,San Francisco,11.794341
Hotel Room,377.96,65.0,3.3,4.9,2.5,Couch,0,1.9,286,307.0,Chicago,40.96058
Hotel Room,532.04,57.6,4.0,4.2,1.4,Airbed,1,1.9,235,168.3,Chicago,32.775618
Shared Room,880.51,64.2,3.4,3.0,3.9,Couch,0,2.7,78,367.0,San Francisco,16.377223
Entire Home/Apt,518.87,68.8,5.6,1.3,2.3,Airbed,1,1.0,242,278.6,Chicago,14.517638
Hotel Room,717.15,87.8,5.0,3.4,2.1,Futon,1,1.5,310,277.1,San Francisco,25.496518
Hotel Room,993.18,77.0,5.6,4.0,3.6,Airbed,1,1.2,204,342.7,Los Angeles,11.157977
Private Room,174.91,53.9,7.1,1.8,3.2,Couch,0,1.1,210,166.5,Los Angeles,44.033703
Hotel Room,310.99,50.9,4.5,3.3,2.4,Real Bed,1,1.6,332,214.6,Chicago,39.64009
Hotel Room,424.85,55.1,3.3,4.3,3.6,Futon,0,3.0,90,291.4,Los Angeles,16.107433
Private Room,450.74,70.5,2.5,4.1,2.1,Pull-out Sofa,0,1.5,165,210.8,Chicago,3.420774
Shared Room,440.47,96.7,4.1,4.2,4.2,Futon,1,2.3,160,222.1,Los Angeles,3.541536
Hotel Room,912.23,81.9,7.7,4.5,1.9,Futon,0,1.2,5,136.2,Chicago,15.558868
Private Room,728.33,90.1,7.8,4.8,1.6,Pull-out Sofa,0,2.2,140,143.7,New York,8.227864
Entire Home/Apt,627.51,73.3,7.0,2.6,4.1,Airbed,1,3.0,204,349.5,Seattle,43.79328
Shared Room,343.9,68.1,3.1,3.3,3.8,Futon,0,1.6,19,2.1,Los Angeles,21.618358
Entire Home/Apt,832.6,55.4,6.3,4.2,1.7,Futon,1,2.7,99,47.6,San Francisco,18.053298
Entire Home/Apt,957.31,93.8,6.1,3.8,1.5,Real Bed,1,3.0,164,474.4,Seattle,11.677056
Private Room,830.14,89.2,5.4,5.0,4.4,Real Bed,0,2.2,44,93.5,Chicago,42.21885
Hotel Room,51.49,58.4,5.9,1.1,4.1,Couch,1,1.6,336,209.1,Seattle,39.830883
Private Room,654.58,75.6,5.4,2.4,2.3,Pull-out Sofa,1,2.3,226,424.8,San Francisco,19.832
Private Room,98.58,74.4,6.1,2.1,3.6,Airbed,0,2.7,314,0.1,San Francisco,9.298535
Private Room,294.73,81.3,7.4,2.0,1.5,Airbed,0,1.3,51,462.6,Chicago,47.647424
Private Room,106.55,97.3,2.0,1.9,3.0,Couch,0,1.9,145,26.7,Los Angeles,16.47714
Shared Room,623.61,79.0,7.7,3.8,1.1,Airbed,0,1.6,280,85.4,Los Angeles,38.783494
Hotel Room,702.26,77.0,2.2,1.3,2.6,Airbed,1,1.6,122,14.6,New York,23.689429
Entire Home/Apt,158.76,52.5,1.6,4.0,1.3,Real Bed,1,2.7,206,259.8,San Francisco,39.300652
Entire Home/Apt,414.65,53.1,9.8,3.8,2.9,Airbed,1,1.8,296,471.5,New York,24.598853
Hotel Room,483.42,59.4,9.6,2.0,2.7,Airbed,1,1.7,101,419.5,San Francisco,46.35243
Entire Home/Apt,400.6,51.6,1.5,2.0,2.8,Couch,1,2.2,273,319.9,New York,40.220745
Hotel Room,164.97,87.2,5.0,3.5,1.2,Couch,0,1.4,128,92.7,Los Angeles,13.754163
Entire Home/Apt,448.0,86.2,2.7,4.0,2.4,Futon,1,1.5,166,434.8,San Francisco,22.088511
Private Room,763.62,56.8,5.4,4.5,4.0,Airbed,1,2.0,201,377.4,Los Angeles,5.928901
Entire Home/Apt,117.46,91.8,8.5,4.4,2.5,Airbed,1,1.8,101,133.4,Seattle,45.270094
Hotel Room,126.17,57.7,9.6,4.9,3.9,Airbed,1,1.6,70,402.5,Los Angeles,4.39552
Hotel Room,387.03,65.1,6.7,3.3,2.5,Real Bed,0,1.1,7,438.6,San Francisco,1.893839
Hotel Room,944.64,62.4,4.2,4.6,2.7,Airbed,0,2.0,161,349.1,Seattle,25.32522
Hotel Room,685.14,68.6,6.4,4.2,3.3,Real Bed,0,2.6,72,50.2,New York,30.553326
Hotel Room,694.74,62.7,3.8,4.6,4.8,Futon,1,2.7,344,492.1,Chicago,11.937505
Shared Room,393.82,74.4,9.2,1.0,1.4,Pull-out Sofa,1,1.5,26,38.0,San Francisco,28.956905
Shared Room,613.98,70.4,8.8,4.9,1.1,Airbed,1,2.2,168,327.2,Chicago,44.882532
Entire Home/Apt,59.62,99.3,6.0,2.9,3.4,Couch,0,2.7,262,55.3,Chicago,31.679642
Hotel Room,654.29,52.8,3.9,4.2,4.8,Couch,1,1.8,287,452.7,Seattle,23.331301
Entire Home/Apt,917.62,57.1,3.6,1.5,5.0,Airbed,0,2.9,72,175.0,New York,8.07702
Hotel Room,631.94,52.6,1.3,2.6,2.9,Real Bed,1,2.8,208,255.8,Los Angeles,9.278145
Hotel Room,880.01,81.3,8.3,2.1,2.9,Couch,0,1.4,98,89.4,Seattle,24.73338
Shared Room,737.77,52.7,5.1,2.2,3.6,Couch,0,1.5,30,273.3,New York,23.692947
Shared Room,164.53,91.8,3.9,1.5,3.2,Futon,1,1.4,335,469.4,Los Angeles,26.597045
Private Room,907.33,75.6,5.2,4.2,3.5,Futon,1,1.4,32,450.8,Los Angeles,25.886631
Shared Room,113.12,76.4,8.4,1.0,4.5,Futon,0,2.8,212,31.9,New York,17.722666
Private Room,557.27,78.1,2.1,2.3,4.0,Couch,0,2.9,144,189.1,Los Angeles,35.097318
Private Room,185.03,58.5,8.7,1.7,3.0,Couch,0,1.1,98,133.7,San Francisco,11.398345
Private Room,61.12,59.9,9.1,3.4,2.8,Airbed,0,2.2,309,240.7,San Francisco,42.764113
Private Room,450.93,65.9,9.5,2.0,3.6,Airbed,0,2.1,309,416.9,Seattle,10.52541
Private Room,330.29,79.7,4.6,2.0,2.8,Real Bed,1,1.8,179,369.4,Los Angeles,21.378483
Entire Home/Apt,511.7,60.5,3.0,3.0,2.8,Couch,0,2.3,134,172.0,Los Angeles,11.326429
Shared Room,598.34,55.8,4.4,3.6,1.1,Airbed,1,2.9,189,191.3,New York,31.304187
Private Room,91.55,98.5,4.0,1.5,1.7,Airbed,1,1.3,29,327.1,San Francisco,24.404249
Hotel Room,166.85,51.1,2.6,1.7,3.0,Futon,1,1.2,81,97.1,Chicago,19.341385
Shared Room,580.71,90.1,6.5,2.0,4.3,Futon,1,1.1,56,51.4,Seattle,24.281541
Shared Room,376.01,89.4,5.3,4.9,2.1,Futon,1,1.7,173,121.3,San Francisco,21.640782
Private Room,742.71,64.9,8.8,2.6,3.1,Pull-out Sofa,0,1.7,207,62.0,New York,42.903111
Entire Home/Apt,669.68,56.8,1.3,3.4,2.4,Airbed,1,1.9,325,176.0,Seattle,7.089058
Private Room,853.32,57.3,6.8,2.0,1.4,Futon,0,2.0,321,468.8,Chicago,39.86589
Entire Home/Apt,707.87,84.9,7.9,3.0,4.8,Futon,1,2.5,182,60.1,Seattle,33.11115
Hotel Room,458.43,82.1,7.8,1.3,4.4,Couch,0,1.8,234,409.2,San Francisco,18.067698
Shared Room,689.32,89.1,9.0,1.1,1.3,Futon,1,1.7,106,267.3,Chicago,46.036001
Hotel Room,311.61,96.9,7.6,2.9,3.9,Couch,0,2.7,185,316.5,New York,9.670335
Entire Home/Apt,341.0,84.6,9.4,2.6,2.4,Real Bed,0,2.7,265,85.0,Seattle,16.204126
Entire Home/Apt,799.54,57.8,4.0,1.5,5.0,Futon,0,1.5,131,75.7,San Francisco,19.367212
Hotel Room,474.1,62.2,5.5,3.8,2.2,Couch,1,1.6,329,81.4,New York,32.742018
Entire Home/Apt,808.46,92.1,1.1,5.0,2.0,Futon,0,2.7,328,333.5,Chicago,47.374156
Hotel Room,831.3,60.5,1.1,2.6,3.3,Real Bed,1,1.2,317,373.9,Seattle,30.078945
Shared Room,864.68,53.6,3.2,3.5,4.3,Futon,1,1.7,364,460.1,Los Angeles,42.958998
Hotel Room,920.8,85.2,1.9,4.9,1.8,Couch,0,1.9,170,199.1,San Francisco,45.343691
Shared Room,459.44,70.1,3.3,4.3,3.8,Real Bed,1,1.4,297,231.0,San Francisco,23.856722
Hotel Room,352.92,96.0,2.6,2.9,1.2,Real Bed,1,1.4,23,234.8,Los Angeles,24.149272
Entire Home/Apt,603.09,82.5,1.3,3.9,4.7,Real Bed,1,1.8,260,134.9,New York,13.24989
Hotel Room,402.61,54.5,9.2,1.5,1.3,Pull-out Sofa,1,2.5,354,164.1,San Francisco,30.477739
Entire Home/Apt,621.02,97.4,1.1,3.0,4.7,Couch,0,2.7,195,423.4,New York,6.881363
Hotel Room,720.31,62.9,7.6,2.1,3.0,Pull-out Sofa,1,3.0,98,171.9,Chicago,32.082108
Hotel Room,703.98,66.9,2.4,1.6,2.8,Real Bed,0,1.1,332,434.5,Los Angeles,44.751958
Private Room,405.83,70.1,9.2,2.7,4.9,Pull-out Sofa,1,1.4,100,152.6,New York,38.278499
Entire Home/Apt,208.52,52.6,9.0,1.5,5.0,Futon,0,2.5,351,169.9,Chicago,32.81023
Private Room,459.0,74.8,6.9,3.8,3.6,Pull-out Sofa,0,2.1,119,280.1,Seattle,42.081796
Entire Home/Apt,185.46,56.2,7.1,2.8,1.5,Airbed,1,1.7,320,51.6,San Francisco,36.760943
Private Room,895.59,70.0,1.0,3.1,3.0,Real Bed,1,1.4,202,461.0,Los Angeles,26.953438
Shared Room,378.58,67.5,9.9,1.6,3.1,Real Bed,1,1.6,89,410.2,Seattle,26.532154
Hotel Room,196.74,88.6,8.9,1.6,3.1,Couch,1,1.9,194,335.3,Seattle,6.243154
Entire Home/Apt,74.18,90.2,9.1,3.3,3.3,Futon,1,1.4,176,494.1,Seattle,22.286323
Entire Home/Apt,663.53,57.7,6.9,4.9,1.1,Couch,0,2.9,114,8.0,New York,26.600024
Hotel Room,655.06,68.3,4.1,1.4,3.8,Pull-out Sofa,0,1.2,332,205.5,San Francisco,24.025934
Entire Home/Apt,373.57,68.7,9.0,2.1,3.8,Airbed,0,3.0,31,429.2,Los Angeles,39.02468
Entire Home/Apt,118.13,57.6,3.6,4.5,1.5,Airbed,1,2.7,214,216.5,San Francisco,8.88714
Private Room,439.15,89.9,6.1,1.3,3.3,Airbed,1,1.8,307,2.6,San Francisco,39.950047
Entire Home/Apt,345.66,85.4,1.9,4.5,3.3,Airbed,1,2.5,278,78.9,San Francisco,37.341476
Shared Room,693.26,59.5,9.3,3.1,3.7,Futon,0,2.3,242,217.0,Chicago,45.140294
Shared Room,625.49,68.3,2.3,2.6,1.3,Pull-out Sofa,1,1.4,285,334.0,Chicago,19.299295
Hotel Room,396.36,55.3,3.0,2.2,3.5,Airbed,0,1.7,69,81.3,Chicago,9.650626
Entire Home/Apt,257.0,81.4,6.0,2.2,2.1,Real Bed,0,2.0,70,224.0,Chicago,38.172801
Hotel Room,988.63,56.1,7.9,2.2,3.0,Pull-out Sofa,1,2.3,110,6.4,San Francisco,29.833112
Shared Room,481.3,99.3,6.6,4.5,4.1,Futon,0,2.1,157,238.8,San Francisco,35.912125
Entire Home/Apt,703.86,89.0,3.1,3.9,3.8,Airbed,0,1.9,36,448.0,Los Angeles,49.840283
Entire Home/Apt,183.53,69.5,1.0,3.7,1.5,Futon,0,1.9,303,298.4,Los Angeles,10.532448
Hotel Room,511.31,78.9,7.8,4.2,3.4,Airbed,1,2.0,325,220.3,Los Angeles,21.141529
